modality_image,image,latitude,longitude,height,alfa,beta,gamma,fov
0009907, alps_ortl_48266522292_6edb6cb575, 46.5028, 10.5821, 2687.45, 1.36419, 0.11029, 0.0170794, 1.08857
0009908, alps_gcas_48266563256_e88779242b, 45.3163, 6.99553, 1753.2, -2.93905, 0.0105197, -0.012799, 0.972625
0009909, alps_wild_48276093717_9b41301332, 46.8618, 11.0184, 1980.36, -1.98289, -0.099083, -0.0172159, 1.65195
0009910, alps_cham_483146018_2f5f630e8b, 45.9235, 6.86363, 1180.75, 1.91952, 0.341961, -0.0943728, 0.850954
0009911, alps_ortl_48315169051_ca1183dc82, 46.4968, 10.5902, 2492.92, -0.320269, 0.0935277, -0.0163888, 0.833993
0009912, alps_ortl_48336128102_3090e3d377, 46.539, 10.6136, 2423.89, 0.657872, -0.207207, -0.0686186, 1.18083
0009913, alps_eig_4834563663_aa964b3424, 46.6472, 7.99854, 1701.79, 0.831481, -0.238992, -0.493869, 2.64234
0009914, alps_eig_4835350042_f875f33203, 46.6165, 7.93445, 2079.46, 1.3948, -0.300082, -0.147412, 1.10391
0009915, alps_eig_4835352210_7a4547caf3, 46.6094, 7.93597, 1842.47, -0.491234, -0.176429, 0.0303293, 1.15129
0009916, alps_ortl_48362122386_6f9a5dd916, 46.5276, 10.4565, 2793.11, -1.15044, -0.0727799, -0.00803456, 1.31587
0009917, alps_ortl_48362132431_1a7aa8d44e, 46.5278, 10.4567, 2782.49, -2.30237, -0.189356, -0.0262122, 1.30392
0009918, alps_ortl_48362215886_e47295d438, 46.5272, 10.4555, 2786.7, -2.99569, 0.143706, 0.0515963, 1.19212
0009919, alps_ortl_48362248682_fe22948485, 46.5277, 10.4573, 2766.62, -1.95859, -0.215422, -0.00905779, 1.06491
0009920, alps_ortl_48362352677_28d7b751b7, 46.5277, 10.4573, 2768.24, -2.32802, -0.395583, 0.0190342, 0.514603
0009921, alps_ortl_48362355497_eb438882af, 46.5275, 10.4574, 2777.01, 2.95907, -0.00700955, -0.00150977, 1.31117
0009922, alps_ortl_48362361002_018b74152a, 46.5275, 10.4574, 2770.48, -2.13784, -0.207268, -0.0183027, 1.3018
0009923, alps_ortl_48362364357_255d476458, 46.5295, 10.4537, 2782.11, 2.34133, 0.094347, -0.0367913, 0.799041
0009924, alps_gcas_48373933831_4f281a41bd, 45.433, 7.02098, 2543.51, -0.830993, 0.0974945, -0.0998442, 1.62162
0009925, alps_ortl_48407640106_09f0b624a7, 46.5278, 10.4563, 2780.99, 3.11688, -0.0420981, -0.0150174, 1.30324
0009926, alps_ortl_48407650711_06af9ec910, 46.5276, 10.4573, 2781.6, -1.92843, -0.0256395, -0.0233665, 1.29972
0009927, alps_ortl_48407653151_b0b484bbc6, 46.5277, 10.4573, 2769.44, -2.10406, -0.162672, -0.0103005, 1.30758
0009928, alps_ortl_48407656511_ffe63a66c2, 46.5273, 10.4537, 2771.85, 3.09515, 0.0657926, 0.0146313, 0.959692
0009929, alps_ortl_48407667016_8283d6b464, 46.5284, 10.4566, 2763.58, 2.58832, 0.135954, -0.0215331, 0.66473
0009930, alps_ortl_48407678881_eb16ca2cba, 46.5277, 10.457, 2769.3, -2.60245, -0.0162548, -0.00310989, 0.941816
0009931, alps_ortl_48407682346_8033bbc647, 46.5276, 10.4576, 2781.37, -2.85326, -0.135152, -0.00500898, 1.31086
0009932, alps_ortl_48407710406_371ffc26fb, 46.5279, 10.4553, 2775.4, -3.09475, -0.192511, 0.00824156, 1.31404
0009933, alps_ortl_48407795462_6347e0d1cf, 46.5283, 10.4545, 2760.39, 2.75665, -0.00806501, -0.00755135, 0.689531
0009934, alps_ortl_48407813292_ae29a78a2f, 46.5282, 10.454, 2761.08, 2.79066, 0.162613, 0.0349067, 0.591941
0009935, alps_ortl_48407867737_bcbff33d1d, 46.5277, 10.4548, 2788.7, -2.50022, -0.372042, -0.0177103, 0.807377
0009936, alps_ortl_48407983292_90a2e30d02, 46.528, 10.4555, 2778.11, -2.3984, -0.282713, -0.0125613, 1.09447
0009937, alps_ortl_48407989097_107ce057f0, 46.5279, 10.4554, 2775.74, 3.10355, -0.139707, 0.0111958, 1.31438
0009938, alps_ortl_48407993667_9756ea7d13, 46.5274, 10.4551, 2781.47, -2.67246, 0.0359005, 0.0299402, 1.31622
0009939, alps_gpar_48420539047_b32e7d5a8d, 45.5735, 7.31229, 2614.4, -2.77159, -0.0557921, -0.00922449, 0.475689
0009940, alps_ortl_48420755492_733a854f3e, 46.5269, 10.5868, 1841.28, -0.726782, 0.834669, -0.15743, 1.40896
0009941, alps_gpar_48436999991_ecfcca6263, 45.4669, 7.1497, 2397.4, 0.102422, -0.344946, 0.000156593, 1.18545
0009942, alps_gpar_48437005176_2c2f84b24a, 45.4656, 7.13107, 2427.92, -2.87522, -0.326202, 0.0188883, 1.06187
0009943, alps_gpar_48437011781_5ab72c185e, 45.4646, 7.13746, 2294.55, -2.99807, -0.47213, -0.0418154, 1.22153
0009944, alps_gpar_48437022181_fff28f6610, 45.5057, 7.16342, 2525.03, -2.06592, -0.134598, 0.00273744, 1.19263
0009945, alps_gpar_48437035526_e5be846290, 45.4663, 7.15281, 2405.7, -0.481621, -0.289687, -0.00880518, 1.02708
0009946, alps_gpar_48437037016_921e3fd520, 45.477, 7.14977, 2608.13, 1.45473, -0.194206, 0.00340063, 1.04701
0009947, alps_gpar_48437039471_f5cbea22f1, 45.4636, 7.13433, 2293.08, 0.651114, -0.0305289, 0.0171252, 1.15217
0009948, alps_gpar_48437045281_2658b1fbd2, 45.4745, 7.14597, 2554.03, 0.793924, -0.0191138, 0.0222069, 2.60157
0009949, alps_gpar_48437050426_ee0241f4c3, 45.4751, 7.14622, 2567.83, 0.861954, -0.00483441, 0.0109047, 2.5582
0009950, alps_gpar_48437052081_a90ed39b47, 45.475, 7.14774, 2527.99, 0.839251, -0.130237, 0.0109965, 1.1018
0009951, alps_gpar_48437070756_d649da9584, 45.4772, 7.14804, 2570.68, 1.08148, -0.254455, 0.0102613, 1.85834
0009952, alps_gpar_48437077111_b46c98cd17, 45.475, 7.1464, 2576.67, 1.37975, -0.314482, -0.0377155, 1.70594
0009953, alps_gpar_48437180142_31e328424d, 45.4941, 7.10758, 2876.74, 1.93778, -0.137266, -0.0524908, 1.60261
0009954, alps_gpar_48437206462_0c251f1128, 45.4756, 7.14903, 2566.78, 1.04133, -0.188979, 0.0120602, 1.4534
0009955, alps_gpar_48437212927_50e67e0b13, 45.4763, 7.1504, 2542.47, 0.744062, -0.31156, 0.0398445, 1.82691
0009956, alps_gpar_48437215707_edcd9fa5d6, 45.4758, 7.14876, 2560.08, 0.759012, -0.274577, 0.0108298, 1.20789
0009957, alps_gpar_48437220662_896f6f5a8b, 45.4755, 7.14689, 2579.85, 1.21574, -0.154858, -0.00111171, 1.22025
0009958, alps_ortl_48463520891_43ae75dedc, 46.561, 10.4346, 2162.07, 1.31751, 0.116243, 0.0613983, 0.432753
0009959, alps_ortl_48463521131_fea5d589a0, 46.5433, 10.4334, 2501.25, 1.88058, 0.0677633, 0.0691633, 1.16301
0009960, alps_ortl_48463521381_6798d40093, 46.528, 10.4551, 2778.74, -0.921988, -0.0657449, 0.0341382, 1.39094
0009961, alps_ortl_48463521791_c5cd312df5, 46.5279, 10.4555, 2783.68, -2.42378, -0.204068, 0.0550248, 1.28625
0009962, alps_ortl_48463521831_e74a7945c1, 46.5293, 10.4538, 2764.24, 2.82585, 0.0410184, 0.0121985, 1.16814
0009963, alps_ortl_48463560091_0d4cdb07d7, 46.5298, 10.4524, 2774.8, 2.78379, -0.0554584, -0.024715, 1.10501
0009964, alps_ortl_48463560491_85947e4d65, 46.5279, 10.4571, 2772.75, -2.43946, -0.285556, -0.0241537, 1.17517
0009965, alps_ortl_48463678772_0ec62f4352, 46.5277, 10.4552, 2784.63, -1.739, -0.125506, 0.0380414, 0.918397
0009966, alps_ortl_48463681982_9694430937, 46.5523, 10.4321, 2395.63, 1.36129, 0.100176, 0.0599841, 0.692182
0009967, alps_ortl_48463682307_3088e2f272, 46.5425, 10.4353, 2505.21, -3.07789, 0.0823382, 0.00434082, 1.26737
0009968, alps_ortl_48463716482_fd750a4924, 46.5542, 10.4335, 2331.18, -1.2215, -0.0139308, 0.0954418, 1.45381
0009969, alps_ortl_48463720087_29db37352f, 46.5499, 10.4384, 2313.65, -1.24581, -0.0390922, 0.0510634, 0.946778
0009970, alps_ortl_48463720657_51930c6123, 46.5277, 10.4552, 2794.21, -1.78011, -0.177594, 0.0607206, 0.84656
0009971, alps_ortl_48463721432_29d3841e29, 46.5278, 10.457, 2772.06, -1.86984, -0.238414, -0.0250366, 1.16238
0009972, alps_gpar_48470115842_cd7b5e03ce, 45.4694, 7.17841, 2601.91, 1.14054, -0.206098, 0.00873146, 1.86173
0009973, alps_ortl_48475699346_45b749832f, 46.5265, 10.5921, 1865.43, -0.148338, 0.0650018, 0.00342552, 0.755996
0009974, alps_ortl_48475702376_5a050da322, 46.5281, 10.5844, 1849.38, 2.38096, -0.00855187, -0.0144196, 1.12071
0009975, alps_gpar_48478355527_1e6ca1ab5b, 45.5811, 7.31191, 2436.51, 2.25747, 0.0825681, 0.0324476, 0.544049
0009976, alps_cham_4850247148_d3bf0f6a5f, 45.9493, 6.96202, 3271.09, 1.00553, 0.0853153, -0.0412979, 1.39075
0009977, alps_cham_4850250944_0077f6e826, 45.948, 6.96015, 3328.37, -2.95331, -0.175708, 0.0108581, 1.44392
0009978, alps_gpar_48504245097_41c66d2c86, 45.5779, 7.19595, 2088.26, 2.07665, 0.0815771, 0.00999136, 1.13849
0009979, alps_eig_4850594914_96c3396178, 46.6635, 8.05976, 2077.61, 1.73515, -0.216869, 0.0513131, 1.10428
0009980, alps_gcas_48519045616_a348dcc8ae, 45.4155, 7.03475, 2716.03, -1.55199, 0.0777826, -0.0896516, 1.29643
0009981, alps_gcas_48519046896_3a2c74d648, 45.4192, 7.02508, 2769.46, -0.84464, 0.154542, 0.155665, 0.990279
0009982, alps_gpar_48519179581_297e20bd77, 45.5476, 7.33005, 2323.58, 1.07893, -0.0429171, -0.0847233, 1.61854
0009983, alps_gcas_48519215737_c9917e8325, 45.418, 7.02827, 2757.49, -0.846366, 0.112026, 0.00729003, 1.1716
0009984, alps_gpar_48519826426_bc02e91f03, 45.5771, 7.19312, 2208.26, 2.29407, 0.100386, 0.020405, 0.625973
0009985, alps_gpar_48526225786_bcf930a1fa, 45.5479, 7.33062, 2338.46, 0.707224, 0.0368449, -0.00865904, 1.11277
0009986, alps_gpar_48534949356_5a5a1a1d6d, 45.578, 7.19576, 2090.79, 2.19354, 0.0287114, 0.0112488, 1.13239
0009987, alps_eig_4854167175_a92dea4efa, 46.5541, 7.87604, 1955.44, 1.72421, -0.0457789, 0.00782711, 0.935769
0009988, alps_eig_4854659470_afd5e5037c, 46.556, 7.88661, 1741.23, 1.6957, 0.101279, 0.0771367, 0.945939
0009989, alps_ortl_48561297712_b0b96a4c53, 46.5278, 10.4571, 2772.74, -2.11303, -0.267544, 0.0147478, 1.66775
0009990, alps_ortl_48567187201_abfe4267c3, 46.5397, 10.5901, 2466.22, 1.42272, 0.111563, 0.0215314, 0.451843
0009991, alps_gpar_48578110256_1145fdf324, 45.5501, 7.18741, 2644.04, 1.83155, 0.495708, 0.152822, 1.83562
0009992, alps_gpar_48578110536_6c07207a62, 45.5253, 7.1915, 2116.12, 3.09405, -0.0392734, 0.00375209, 0.782096
0009993, alps_gpar_48578110861_9cd05e9e96, 45.5253, 7.19182, 2102.74, 2.9872, 0.257013, 0.006366, 0.274209
0009994, alps_gpar_48578111541_cc6cebacf5, 45.5239, 7.20269, 1961.87, -1.79442, 0.018484, -0.00104284, 1.23538
0009995, alps_gpar_48578111701_12388b29e1, 45.5239, 7.20271, 1960.22, -1.755, -0.0201521, 0.00446231, 1.17735
0009996, alps_gpar_48578257357_314d5150d9, 45.5252, 7.19043, 2191.06, 2.84891, 0.124223, -0.0455046, 1.09572
0009997, alps_gpar_48578257412_abd914e0f0, 45.5244, 7.18929, 2287.02, -3.13592, -0.0478529, -0.0382772, 1.08115
0009998, alps_gpar_48578257767_edd1ef34bf, 45.5248, 7.18798, 2311.29, 2.89073, 0.113877, -0.0616544, 1.16063
0009999, alps_gpar_48581748286_d0d920895b, 45.5248, 7.18825, 2311.12, 3.05846, -0.107738, -0.0432888, 0.826296
0010000, alps_ortl_48583032121_e57affc72e, 46.4193, 10.5056, 2192.29, -0.0737302, -0.153166, -0.00691646, 1.11352
0010001, alps_ortl_48583181472_37fac1497d, 46.426, 10.492, 2283.92, 1.80196, -0.0853411, -0.0609191, 1.06694
0010002, alps_ortl_48583181852_785e9d94e1, 46.4194, 10.5575, 2227.56, 2.55061, 0.132741, -0.00130201, 1.18798
0010003, alps_ortl_48583182022_8d4de0905a, 46.4282, 10.5745, 2505.44, 1.22069, -0.161796, -0.0821846, 1.09976
0010004, alps_ortl_48583182197_13ec8df36c, 46.4486, 10.5847, 2663.4, -1.29537, 0.105549, -0.0136137, 0.918851
0010005, alps_ortl_48583182602_50070d9a78, 46.4683, 10.5435, 2653.35, -0.308759, -0.110732, 0.0279229, 1.0519
0010006, alps_gcas_48587470552_e6d9c0a20f, 45.3363, 6.83174, 2378.13, -1.53082, 0.0661154, 0.0190041, 1.30835
0010007, alps_ortl_48591810096_645e84f26d, 46.4148, 10.5837, 2512.93, 1.23907, 0.0847879, 0.00555853, 0.811878
0010008, alps_ortl_48591822846_67691f5b10, 46.3915, 10.5969, 2961.25, -1.6552, -0.156194, 0.0414742, 1.06767
0010009, alps_ortl_48591953852_10c5bc060b, 46.5226, 10.4464, 3014.15, -2.27839, -0.267725, -0.040588, 1.19897
0010010, alps_ortl_48591958997_c05ddafc39, 46.5295, 10.5838, 1841.33, 2.00739, -0.0674612, -0.00876789, 1.10947
0010011, alps_ortl_48591968917_e195f5ccf5, 46.4451, 10.5383, 2973.58, 1.3523, -1.06343, 0.36005, 2.6255
0010012, alps_gcas_48593778537_5898591b86, 45.2762, 6.9017, 1796.81, -1.75666, -0.0113981, 0.00164759, 1.24896
0010013, alps_gcas_48595339916_b585c8b1c2, 45.3195, 6.6869, 1991.74, 1.11205, 0.141154, 0.00466294, 1.17885
0010014, alps_gcas_48595483282_c3a70ddd06, 45.3225, 6.68277, 2168.59, 1.54688, 0.0283499, -0.100683, 1.33075
0010015, alps_gpar_48599372346_c5a94294f3, 45.4759, 7.14186, 2587.88, 1.40097, -0.195169, 0.0204673, 1.51194
0010016, alps_gpar_48615779581_5c4ed910dc, 45.5413, 7.3271, 2378.13, 0.721734, -0.160791, 0.0367277, 1.623
0010017, alps_wild_48629135306_4c786e644d, 46.8752, 10.9208, 2235.83, 1.08617, 0.0288538, -0.0116944, 1.01682
0010018, alps_gcas_48631574673_21105a7edc, 45.2503, 6.72168, 2043.35, -2.27088, 0.0160588, 0.00213276, 0.716791
0010019, alps_ortl_48637979478_cfc5474376, 46.5294, 10.4555, 2753.49, -2.6408, -0.316787, -0.0135037, 1.37014
0010020, alps_gcas_48643518902_25d255bc59, 45.3569, 6.841, 2200.94, -0.860664, 0.0478273, -0.027708, 1.7528
0010021, alps_wild_48652079576_0e26b170aa, 46.8069, 10.8803, 2883.43, 1.68609, 0.0467508, 0.0249761, 0.50326
0010022, alps_wild_48652221767_9b14b6f5e8, 46.8511, 10.9099, 2205.93, -2.10594, -0.221695, -0.0113784, 1.87895
0010023, alps_gpar_48672508731_4eb095c34d, 45.5472, 7.15608, 3012.86, -2.48354, 0.0470341, 0.00808449, 1.00071
0010024, alps_gpar_48672508821_e4d7d7e09a, 45.5476, 7.15837, 3029.94, -0.284628, -0.108698, 0.0114514, 0.985525
0010025, alps_gpar_48675132038_bebf31d1a6, 45.5527, 7.16914, 2669.27, -2.58467, 0.0337594, -0.0179208, 1.18412
0010026, alps_gpar_48675474036_b0d1a4b81c, 45.5526, 7.16293, 2834.27, 2.91171, -0.121842, 0.0039303, 1.12912
0010027, alps_ortl_48687087257_bdd22dd2c8, 46.4698, 10.6714, 2578.51, -0.091506, -0.00803691, -0.0342872, 0.560525
0010028, alps_gpar_48688920843_0ba5592140, 45.5256, 7.20217, 1981.03, 1.77659, -0.076827, -0.00509015, 1.00916
0010029, alps_ortl_48712058858_ca66c61d6e, 46.5332, 10.4736, 2365.38, 2.71899, -0.088959, -0.0171805, 1.23616
0010030, alps_gcas_48730556293_fb848d7440, 45.3357, 6.70605, 2219.73, 0.753695, 0.0278909, -0.0015466, 1.14638
0010031, alps_gcas_48730560303_31b72aabe0, 45.3908, 6.78843, 2515.73, -2.57884, 0.300997, -0.00770744, 0.90891
0010032, alps_gcas_48730570758_4b670018c7, 45.432, 6.8143, 2037.9, 3.04614, 0.257635, 0.0191322, 1.10367
0010033, alps_gcas_48730656458_37750798a6, 45.4236, 6.89049, 3017.26, -1.47681, 0.00358124, 0.0208164, 0.443675
0010034, alps_gcas_48730894556_2e649643be, 45.3968, 6.76774, 2234.82, -2.7907, 0.143496, 0.0155511, 0.900354
0010035, alps_gcas_48730959551_a5e3bd5b69, 45.4303, 6.99784, 2470.96, -2.42997, -0.0166834, -0.063847, 0.975447
0010036, alps_gcas_48730984461_c8f6eeebed, 45.4112, 6.87396, 3505, -1.56212, -0.00925607, -0.041816, 0.411388
0010037, alps_gcas_48731082677_842f6f36bd, 45.4331, 6.81925, 2042.04, 0.424021, 0.237443, -0.0172964, 0.83873
0010038, alps_gcas_48731168297_0784653c5b, 45.4235, 6.89044, 3026.62, -1.78544, -0.109, -0.00372811, 0.671067
0010039, alps_gcas_48736275103_907a0c6841, 45.2586, 6.73078, 2366.02, -0.27286, 0.160497, 0.0146111, 0.614155
0010040, alps_gcas_48736792232_d093510bcb, 45.2657, 6.72422, 2358.78, 0.950522, -0.0343678, 0.00501697, 1.02506
0010041, alps_ortl_48755154546_af27f50013, 46.5288, 10.4551, 2743.96, -2.89832, -0.0877474, 0.00430722, 0.485758
0010042, alps_gcas_48759135163_152109baff, 45.4465, 6.78554, 1651.33, 1.67084, 0.178491, -0.047641, 0.918331
0010043, alps_ortl_48759579188_78012910ae, 46.5285, 10.4513, 2759.06, -2.88121, -0.0872018, 0.0283579, 1.00248
0010044, alps_ortl_48759692248_b9ee7d4554, 46.5278, 10.4567, 2788.48, -2.61559, -0.166539, 0.0212861, 0.622486
0010045, alps_ortl_48759694328_647947f7cb, 46.5278, 10.4554, 2789.39, -2.43015, -0.0428844, -0.00160135, 0.926585
0010046, alps_ortl_48759694543_f4e89c973b, 46.5275, 10.454, 2793.99, 3.00604, 0.0459034, 0.000431964, 1.14312
0010047, alps_ortl_48759694858_5dc6499124, 46.5276, 10.4565, 2766.67, -1.76366, -0.202566, 0.0126371, 0.902377
0010048, alps_ortl_48759695053_875dd17b70, 46.5278, 10.4568, 2776.82, -1.75441, -0.31531, -0.0306293, 1.15268
0010049, alps_ortl_48760090347_90021fb719, 46.5277, 10.445, 2711.12, -2.79025, -0.101972, 0.0324641, 0.284747
0010050, alps_ortl_48760202642_6f0c372f91, 46.5277, 10.4549, 2786.93, -2.3009, -0.260438, 0.040733, 1.13016
0010051, alps_ortl_48760203817_c3172c4715, 46.526, 10.4562, 2820.59, -1.0839, 0.0363874, 0.0223329, 0.563188
0010052, alps_ortl_48761958933_7545f1d4cc, 46.5389, 10.4339, 2494.38, 2.01003, 0.0311436, -0.0216015, 0.657078
0010053, alps_ortl_48762273341_f78073a5e1, 46.5434, 10.4318, 2533.39, 2.06044, 0.0307274, 0.0155681, 1.06675
0010054, alps_ortl_48762297311_cc303295ff, 46.5288, 10.4549, 2763.12, -2.90999, -0.164735, -0.00978729, 0.927866
0010055, alps_ortl_48762482772_587420703c, 46.5279, 10.458, 2762.66, 2.87954, 0.115293, 0.00242358, 0.308382
0010056, alps_ortl_48762855993_74cb862208, 46.5307, 10.4574, 2645.34, -2.6376, -0.234671, 0.0890861, 1.15499
0010057, alps_ortl_48762856158_c5be26b0fc, 46.5307, 10.4572, 2737.58, -2.39964, -0.464639, -0.0382473, 1.25515
0010058, alps_ortl_48763166241_647da7f330, 46.5293, 10.4555, 2744.02, -2.53288, -0.32863, -0.0167349, 1.07884
0010059, alps_ortl_48763290136_cce23c37b6, 46.5255, 10.4481, 2809.69, -2.28635, -1.24217, -0.0937839, 2.67843
0010060, alps_ortl_48763291706_5e583795f4, 46.5281, 10.451, 2750.27, -2.71433, -0.101892, 0.00927108, 0.288252
0010061, alps_gpar_48763582073_c6b47a9d8d, 45.4636, 7.12767, 2386.73, 0.482311, -0.0206756, -0.00375446, 1.04065
0010062, alps_gpar_48763582888_30b2799694, 45.456, 7.13093, 2291.6, 0.0294255, -0.0116215, -0.020332, 0.993382
0010063, alps_gpar_48763582988_7637d6f75c, 45.4656, 7.1457, 2205.2, 0.188835, 0.180883, 0.0295503, 0.616244
0010064, alps_gpar_48763583853_41b9e97436, 45.4632, 7.13208, 2295.86, 0.992465, 0.187944, 0.0400806, 1.10965
0010065, alps_gpar_48763896391_6d14d96d62, 45.4629, 7.12204, 2410.17, -2.99768, -0.105336, 0.0211962, 1.02814
0010066, alps_gpar_48763906766_00f50e3ac6, 45.4638, 7.13404, 2280.51, 0.971028, 0.102147, 0.0317807, 0.942888
0010067, alps_gcas_48764014828_1146015548, 45.4389, 6.81561, 2353.55, 0.94995, 0.00685767, 0.073434, 1.2444
0010068, alps_gpar_48764094942_fdac4aeda0, 45.4622, 7.13153, 2320.93, 1.23301, 0.145178, 0.0290377, 0.800651
0010069, alps_gpar_48764095027_9347c29ae6, 45.4651, 7.13361, 2307.75, 0.873881, 0.060281, 0.0400757, 0.756267
0010070, alps_ortl_48765768898_75f8d25e78, 46.4897, 10.5998, 2606.89, -0.405709, -0.127527, 0.0460064, 0.436161
0010071, alps_ortl_48765769653_d77111555d, 46.4695, 10.6728, 2568.74, -1.85802, 0.148836, -0.0118779, 1.12732
0010072, alps_ortl_48765769718_e761536bf5, 46.469, 10.6723, 2565.06, 0.113745, 0.231875, -0.00778456, 0.767493
0010073, alps_ortl_48765770158_133d958823, 46.481, 10.6094, 3247.45, -0.778158, -0.420654, 0.00863284, 1.11573
0010074, alps_ortl_48765770648_dab0a33f82, 46.5815, 10.4818, 2954.55, 2.24941, -0.22327, 0.0168843, 1.12887
0010075, alps_ortl_48765770853_bcd3d81d8b, 46.4786, 10.6759, 2338.49, 0.769815, 0.266642, -0.0796699, 0.425874
0010076, alps_ortl_48765770988_2224a087f8, 46.4697, 10.673, 2579.68, -0.274752, 0.0496137, -0.0277179, 1.15858
0010077, alps_ortl_48765771158_0c9980e856, 46.4439, 10.6357, 3422.64, 2.74378, -0.189726, 0.0135636, 1.16851
0010078, alps_ortl_48765771718_54c3b94b82, 46.4785, 10.6434, 2838.45, -0.131606, 0.285411, -0.0673894, 1.5695
0010079, alps_ortl_48765771753_34de2560e1, 46.4897, 10.5998, 2606.23, 0.0247758, 0.0931665, 0.0192124, 1.15226
0010080, alps_ortl_48766099476_50b6ce44c0, 46.4478, 10.6215, 3748.27, -2.44454, -0.228016, -0.0428287, 1.1485
0010081, alps_ortl_48766100541_1062873f0c, 46.4695, 10.6726, 2576.66, 0.344372, -0.14946, 0.0265037, 1.11728
0010082, alps_ortl_48766100766_b103fed7eb, 46.4637, 10.6033, 3300.41, 0.777454, -0.0500685, 0.000735617, 0.81429
0010083, alps_ortl_48766101296_0fa3aca014, 46.5732, 10.4844, 2588.23, -3.0453, -0.168954, -0.019836, 0.838315
0010084, alps_ortl_48766101461_afcfa16e98, 46.5735, 10.48, 2767.46, 0.114142, -0.284024, -0.0445946, 0.77149
0010085, alps_ortl_48766101746_a5b88c0906, 46.5772, 10.4972, 2411.52, 1.60667, -0.215705, -0.0605971, 1.1645
0010086, alps_ortl_48766101856_3c74380554, 46.4784, 10.6802, 2269.59, 0.622093, 0.235099, -0.028621, 1.07633
0010087, alps_ortl_48766102166_1f4885375b, 46.4452, 10.6194, 3718.62, 1.18183, -0.039843, -0.0413444, 1.25487
0010088, alps_ortl_48766102506_b9f706995f, 46.4631, 10.6005, 3224.9, -0.298713, -0.100726, 0.00640159, 1.19359
0010089, alps_ortl_48766301617_227275a52f, 46.5721, 10.497, 2265.04, 1.96623, 0.114568, -0.0216958, 1.15526
0010090, alps_ortl_48766301737_9d2bc96539, 46.4674, 10.5924, 3102.52, 2.34992, -0.0656923, -0.00948218, 0.883247
0010091, alps_ortl_48766302462_b1065c56c2, 46.5741, 10.4787, 2743.22, 1.50522, -0.107812, -0.0199392, 1.0103
0010092, alps_ortl_48766302557_fc065f8dde, 46.469, 10.6731, 2569.88, 0.0514887, -0.245611, -0.073631, 1.18183
0010093, alps_ortl_48766302842_fb646dd60a, 46.4634, 10.6008, 3239.08, -0.198882, 0.0237964, -0.0108479, 1.14543
0010094, alps_ortl_48766303837_ffab5d1933, 46.4696, 10.6729, 2580.53, -0.0323481, 0.138596, -0.0185832, 0.481084
0010095, alps_ortl_48766304312_a8c46b6fe6, 46.4629, 10.6041, 3256.28, 0.156618, 0.115484, 0.0219511, 1.11838
0010096, alps_ortl_48766304562_2e7759d336, 46.4711, 10.6195, 2874.94, -1.51578, -0.725623, -0.123183, 2.67343
0010097, alps_gcas_48767727843_c67fae6ba1, 45.4336, 6.81378, 2145.7, -0.405527, -0.270144, -0.0071601, 1.13428
0010098, alps_gcas_48767734778_b4cc568a89, 45.438, 6.80195, 2100.67, 3.09962, 0.12784, -0.0305244, 0.376668
0010099, alps_ortl_48773524486_e3d9aa7fc8, 46.5287, 10.4516, 2749.1, -2.85178, -0.0115952, 0.0280083, 1.13429
0010100, alps_ortl_48775680632_10e6496962, 46.5292, 10.4514, 2754.47, -0.571981, 0.0169197, 0.00360582, 0.771298
0010101, alps_gcas_48777027321_119b526418, 45.3968, 6.7677, 2239.32, -2.69878, 0.0439215, 0.0224474, 1.46641
0010102, alps_gcas_48780944338_98f66e853d, 45.4433, 6.78871, 1767.84, 2.0832, 0.0954437, -0.0404686, 1.1024
0010103, alps_gcas_48781486662_bdafc3c2bf, 45.4469, 6.78245, 1579.14, 2.58103, 0.110616, -0.0580841, 0.989829
0010104, alps_gcas_48786582136_f57fb090c6, 45.3822, 6.74012, 1695.87, 0.685068, -0.00823119, 0.00273252, 1.13027
0010105, alps_ortl_48791715673_d67c3333e6, 46.5024, 10.5816, 2704.08, 1.86526, 0.032596, 0.0194356, 0.97332
0010106, alps_gcas_48792223867_5a2e072e1d, 45.3935, 6.756, 2122.46, -2.64301, 0.151568, -0.0370199, 0.995223
0010107, alps_gcas_48792389487_09062a1558, 45.392, 6.75489, 2062.09, -2.58559, 0.148739, -0.0519359, 0.780185
0010108, alps_eig_4879653697_0e26d5b450, 46.5732, 8.0112, 3198.99, 2.98455, -0.201687, -0.0378006, 0.941083
0010109, alps_gcas_48797272333_314ee6ef0c, 45.3952, 6.76314, 2086.22, -2.06687, -0.0890494, 0.111051, 1.29629
0010110, alps_gcas_48797778862_35e413a8e6, 45.3935, 6.76096, 2063.28, -2.24349, 0.0559579, 0.0893065, 1.15477
0010111, alps_gcas_48798824503_103c8edbd0, 45.3943, 6.75766, 2072.61, -2.21565, 0.210897, 0.0171428, 0.7763
0010112, alps_gcas_48800070856_f75a040afb, 45.25, 6.72198, 2032, -1.81527, 0.164604, -0.0117894, 0.443633
0010113, alps_gcas_48802512982_e4739f8686, 45.3964, 6.76671, 2207.71, -2.68176, 0.047648, -0.0368705, 1.07636
0010114, alps_gcas_48802518207_95de740e84, 45.3975, 6.76647, 2233.18, -2.835, 0.0695946, -0.0460203, 1.34386
0010115, alps_gcas_48806811758_857204ab7f, 45.3952, 6.76217, 2111.96, -2.7264, 0.201332, -0.0547017, 0.99737
